Year,Project Name,City,State,Utility,System Size (kW-AC),Year of Interconnection
2024,RollingStone Unit 1 - Unit 4,Minnesota City,MN,Northern States Power Co - Minnesota,5000,2019
2024,Saint Cloud Solar 1,St. Cloud,MN,Northern States Power Co - Minnesota,5000,2019
2024,"MNCS Solar Garden of Helgeson, CSG A",Sartell,MN,Northern States Power Co - Minnesota,5000,2019
2024,SRC2.01 - SRC2.05,Corcoran,MN,Northern States Power Co - Minnesota,5000,2019
2024,Held Solar,St. Cloud,MN,Northern States Power Co - Minnesota,5000,2019
2024,STAG Mendota Community Solar LLC,Mendota Heights,MN,Northern States Power Co - Minnesota,290,2020
2024,"Polaris Community Solar Garden, LLC",Faribault,MN,Northern States Power Co - Minnesota,700,2020
2024,USS B&B Solar LLC,Morgan,MN,Northern States Power Co - Minnesota,860,2020
2024,CEF Faribault Community Solar,Faribault,MN,Northern States Power Co - Minnesota,960,2020
2024,"Allium Community Solar Garden, LLC",Paynesville,MN,Northern States Power Co - Minnesota,1000,2020
2024,"Aster Community Solar Garden, LLC",Raymond,MN,Northern States Power Co - Minnesota,1000,2020
2024,"Bellflower Solar, LLC",Brooten,MN,Northern States Power Co - Minnesota,1000,2020
2024,Betcher CSG 1,Goodhue,MN,Northern States Power Co - Minnesota,1000,2020
2024,Brenda Luhman Community Solar LLC,Zumbrota,MN,Northern States Power Co - Minnesota,1000,2020
2024,Buffalo Garden LLC,Waseca,MN,Northern States Power Co - Minnesota,1000,2020
2024,"Camellia Solar, LLC",Glenwood,MN,Northern States Power Co - Minnesota,1000,2020
2024,Carlson Community Solar LLC,Lindstrom,MN,Northern States Power Co - Minnesota,1000,2020
2024,Chub Garden LLC,Northfield,MN,Northern States Power Co - Minnesota,1000,2020
2024,Coral Bells Solar LLC,North Branch,MN,Northern States Power Co - Minnesota,1000,2020
2024,Cornillie 2 Community Solar LLC,North Branch,MN,Northern States Power Co - Minnesota,1000,2020
2024,Erin Garden LLC,Green Isle,MN,Northern States Power Co - Minnesota,1000,2020
2024,Falls Creek Garden LLC,Faribault,MN,Northern States Power Co - Minnesota,1000,2020
2024,FastSun 10,Zumbrota,MN,Northern States Power Co - Minnesota,1000,2020
2024,FastSun 11,Zumbrota,MN,Northern States Power Co - Minnesota,1000,2020
2024,FastSun 18,La Crescent,MN,Northern States Power Co - Minnesota,1000,2020
2024,FastSun 19,Farmington,MN,Northern States Power Co - Minnesota,1000,2020
2024,FastSun 2,Randolph,MN,Northern States Power Co - Minnesota,1000,2020
2024,FastSun 5,La Crescent,MN,Northern States Power Co - Minnesota,1000,2020
2024,FastSun 9,Zumbrota,MN,Northern States Power Co - Minnesota,1000,2020
2024,"Geranium Solar, LLC",Raymond,MN,Northern States Power Co - Minnesota,1000,2020
2024,Gohman Community Solar LLC,Clear Lake,MN,Northern States Power Co - Minnesota,1000,2020
2024,Goodhue Community Solar One,Zumbrota,MN,Northern States Power Co - Minnesota,1000,2020
2024,Goodhue Community Solar Three,Zumbrota,MN,Northern States Power Co - Minnesota,1000,2020
2024,Goodhue Community Solar Two,Zumbrota,MN,Northern States Power Co - Minnesota,1000,2020
2024,Hammer/Hinterland Community Solar LLC,Clear Lake,MN,Northern States Power Co - Minnesota,1000,2020
2024,Hertzberg Community Solar LLC,Paynesville,MN,Northern States Power Co - Minnesota,1000,2020
2024,Hinterland CSG 1,Clear Lake,MN,Northern States Power Co - Minnesota,1000,2020
2024,"Honeysuckle Solar, LLC",Lester Prairie,MN,Northern States Power Co - Minnesota,1000,2020
2024,Houston/Winona Community Solar One,La Crescent,MN,Northern States Power Co - Minnesota,1000,2020
2024,Huneke CSG 1,Zumbrota,MN,Northern States Power Co - Minnesota,1000,2020
2024,Huneke CSG 2,Zumbrota,MN,Northern States Power Co - Minnesota,1000,2020
2024,"Hyacinth Solar, LLC",Northfield,MN,Northern States Power Co - Minnesota,1000,2020
2024,"Hydra Community Solar, LLC",Dundas,MN,Northern States Power Co - Minnesota,1000,2020
2024,"Iris Solar, LLC",Nicollet,MN,Northern States Power Co - Minnesota,1000,2020
2024,"Kerria Solar, LLC",Renville,MN,Northern States Power Co - Minnesota,1000,2020
2024,"Lantana Solar, LLC",Glenwood,MN,Northern States Power Co - Minnesota,1000,2020
2024,Laurel Village Community Solar LLC,Cokato,MN,Northern States Power Co - Minnesota,1000,2020
2024,Leven Garden LLC,Villard,MN,Northern States Power Co - Minnesota,1000,2020
2024,Loon Garden LLC,Waseca,MN,Northern States Power Co - Minnesota,1000,2020
2024,Lowry CSG 2 LLC,Glenwood,MN,Northern States Power Co - Minnesota,1000,2020
2024,Lyman Garden LLC,Northfield,MN,Northern States Power Co - Minnesota,1000,2020
2024,Marion Garden LLC,Faribault,MN,Northern States Power Co - Minnesota,1000,2020
2024,Maston Garden LLC,Kasson,MN,Northern States Power Co - Minnesota,1000,2020
2024,Mud Garden LLC,Gaylord,MN,Northern States Power Co - Minnesota,1000,2020
2024,Nicollet Community Solar One,Courtland,MN,Northern States Power Co - Minnesota,1000,2020
2024,Nicollet Garden LLC,Courtland,MN,Northern States Power Co - Minnesota,1000,2020
2024,Novel Bartel Solar,Byron,MN,Northern States Power Co - Minnesota,1000,2020
2024,Novel Benedix Solar,Mantorville,MN,Northern States Power Co - Minnesota,1000,2020
2024,Novel Byron Solar,Byron,MN,Northern States Power Co - Minnesota,1000,2020
2024,Novel Debra Solar,Mantorville,MN,Northern States Power Co - Minnesota,1000,2020
2024,Novel DeCook Solar,Byron,MN,Northern States Power Co - Minnesota,1000,2020
2024,Novel Haley Solar,Waseca,MN,Northern States Power Co - Minnesota,1000,2020
2024,Novel Herber Solar,Rollingstone,MN,Northern States Power Co - Minnesota,1000,2020
2024,Novel Herickhoff Solar,Osakis,MN,Northern States Power Co - Minnesota,1000,2020
2024,Novel Jewison Solar,Janesville,MN,Northern States Power Co - Minnesota,1000,2020
2024,Novel Kanewischer Solar,Waseca,MN,Northern States Power Co - Minnesota,1000,2020
2024,Novel MNDot Solar LLC,Afton,MN,Northern States Power Co - Minnesota,1000,2020
2024,Novel Pederson Solar,Sauk Rapids,MN,Northern States Power Co - Minnesota,1000,2020
2024,Novel Schmoll Farms Solar,Dodge Center,MN,Northern States Power Co - Minnesota,1000,2020
2024,Novel Wayne Solar,Mantorville,MN,Northern States Power Co - Minnesota,1000,2020
2024,Paulson Community Solar LLC,Saint Peter,MN,Northern States Power Co - Minnesota,1000,2020
2024,Paynesville CSG 1 LLC,Paynesville,MN,Northern States Power Co - Minnesota,1000,2020
2024,Plato CSG LLC,Glencoe,MN,Northern States Power Co - Minnesota,1000,2020
2024,Prawer Community Solar LLC,Northfield,MN,Northern States Power Co - Minnesota,1000,2020
2024,Schueler Community Solar LLC,Annandale,MN,Northern States Power Co - Minnesota,1000,2020
2024,Schwinghamer Community Solar LLC,Albany,MN,Northern States Power Co - Minnesota,1000,2020
2024,Severson Garden LLC,Waseca,MN,Northern States Power Co - Minnesota,1000,2020
2024,Siems Community Solar LLC,Mazeppa,MN,Northern States Power Co - Minnesota,1000,2020
2024,Sobania Community Solar LLC,Clear Lake,MN,Northern States Power Co - Minnesota,1000,2020
2024,STAG St. Paul Community Solar LLC,South Saint Paul,MN,Northern States Power Co - Minnesota,1000,2020
2024,Star Garden LLC,Starbuck,MN,Northern States Power Co - Minnesota,1000,2020
2024,Stevens Community Solar LLC,Foley,MN,Northern States Power Co - Minnesota,1000,2020
2024,Straight Garden LLC,Faribault,MN,Northern States Power Co - Minnesota,1000,2020
2024,Strandness Garden,Starbuck,MN,Northern States Power Co - Minnesota,1000,2020
2024,Tweite Community Solar LLC,Byron,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS All In Solar LLC,Hartland,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Bluff Country Solar LLC,Rollingstone,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Buckaroo Solar LLC,Glyndon,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Bush Solar LLC,Owatonna,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Chariot Solar LLC,Danube,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Christoffer Solar LLC,Montevideo,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Cougar Solar LLC,Franklin,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Flower Solar LLC,Nicollet,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Horne North Solar LLC,Felton,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Horne South Solar LLC,Felton,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Hubers Solar LLC,Northfield,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS JJ Clay Solar LLC,Glyndon,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Kass Solar LLC,Garvin,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS KVPV Solar LLC,Felton,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Mayhew Solar LLC,Sauk Rapids,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Milkweed Solar LLC,Paynesville,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Pheasant Solar LLC,Clara City,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Reindeer Solar LLC,Sauk Rapids,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Solar Sources LLC,Scandia,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Solar Way LLC,Hartland,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Sunrise Solar LLC,Taylors Falls,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Turkey Solar LLC,Atwater,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Verde Solar LLC,Morgan,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Viceroy Solar LLC,Brooten,MN,Northern States Power Co - Minnesota,1000,2020
2024,USS Westeros Solar LLC,Belle Plaine,MN,Northern States Power Co - Minnesota,1000,2020
2024,Winona Community Solar One,La Crescent,MN,Northern States Power Co - Minnesota,1000,2020
2024,Zumbro Garden LLC,Kasson,MN,Northern States Power Co - Minnesota,1000,2020
2024,Warsaw Solar 1-2,Morristown,MN,Northern States Power Co - Minnesota,2000,2020
2024,Linden01-03,Belle Plaine,MN,Northern States Power Co - Minnesota,3000,2020
2024,MN CSG 2A-2C,Woodbury,MN,Northern States Power Co - Minnesota,3000,2020
2024,Helen Solar 1-4,Plato,MN,Northern States Power Co - Minnesota,4000,2020
2024,Walcott Solar 1-4,Faribault,MN,Northern States Power Co - Minnesota,4000,2020
2024,Northfield Solar 1-5,Northfield,MN,Northern States Power Co - Minnesota,5000,2020
2024,Hayfield Community Solar,Hayfield,MN,Northern States Power Co - Minnesota,780,2021
2024,Rice Community Solar Two,Morristown,MN,Northern States Power Co - Minnesota,830,2021
2024,9.41E+11,Cold Spring,MN,Northern States Power Co - Minnesota,860,2021
2024,USS Steamboat Solar LLC,Morgan,MN,Northern States Power Co - Minnesota,860,2021
2024,9.41E+11,Cokato,MN,Northern States Power Co - Minnesota,1000,2021
2024,Cokato Unit 3,Cokato,MN,Northern States Power Co - Minnesota,1000,2021
2024,Cokato Unit 2,Cokato,MN,Northern States Power Co - Minnesota,1000,2021
2024,Cokato Unit 4,Cokato,MN,Northern States Power Co - Minnesota,1000,2021
2024,Cornillie CSG 1,North Branch,MN,Northern States Power Co - Minnesota,1000,2021
2024,FastSun 12,Morristown,MN,Northern States Power Co - Minnesota,1000,2021
2024,FastSun 21,St. Cloud,MN,Northern States Power Co - Minnesota,1000,2021
2024,FastSun 4,Hugo,MN,Northern States Power Co - Minnesota,1000,2021
2024,Flodquist Community Solar LLC,Lindstrom,MN,Northern States Power Co - Minnesota,1000,2021
2024,Hayfield Solar I LLC,Hayfield,MN,Northern States Power Co - Minnesota,1000,2021
2024,Hayfield Solar III LLC,Hayfield,MN,Northern States Power Co - Minnesota,1000,2021
2024,Helen CSG 1 LLC,Plato,MN,Northern States Power Co - Minnesota,1000,2021
2024,Johnson CSG 1,Lindstrom,MN,Northern States Power Co - Minnesota,1000,2021
2024,"Marigold Community Solar Garden, LLC",Waterville,MN,Northern States Power Co - Minnesota,1000,2021
2024,Medin 2 Community Solar LLC,Center City,MN,Northern States Power Co - Minnesota,1000,2021
2024,Medin CSG 1,Center City,MN,Northern States Power Co - Minnesota,1000,2021
2024,Brooten CSG 1 LLC,Brooten,MN,Northern States Power Co - Minnesota,1000,2021
2024,Sacred Heart CSG 1 LLC,Sacred Heart,MN,Northern States Power Co - Minnesota,1000,2021
2024,Buffalo Lake CSG 1 LLC,Buffalo Lake,MN,Northern States Power Co - Minnesota,1000,2021
2024,Stewart CSG 1 LLC,Stewart,MN,Northern States Power Co - Minnesota,1000,2021
2024,Novel Huneke Solar,Zumbrota,MN,Northern States Power Co - Minnesota,1000,2021
2024,Novel Novak Solar,Foley,MN,Northern States Power Co - Minnesota,1000,2021
2024,Novel Peter Solar,Waterville,MN,Northern States Power Co - Minnesota,1000,2021
2024,Novel Stavem Solar,Glenwood,MN,Northern States Power Co - Minnesota,1000,2021
2024,Novel Winegar Partnership Solar,Waseca,MN,Northern States Power Co - Minnesota,1000,2021
2024,Palmer Community Solar LLC,Taylor Falls,MN,Northern States Power Co - Minnesota,1000,2021
2024,Pipestone City Solar LLC,Pipestone,MN,Northern States Power Co - Minnesota,1000,2021
2024,"Primrose Solar, LLC",Mankato,MN,Northern States Power Co - Minnesota,1000,2021
2024,RJC CSG 1,Owatonna,MN,Northern States Power Co - Minnesota,1000,2021
2024,Schull CSG,Mapleton,MN,Northern States Power Co - Minnesota,1000,2021
2024,Silver Lake Garden LLC,Waseca,MN,Northern States Power Co - Minnesota,1000,2021
2024,Studenski Community Solar LLC,Sauk Rapids,MN,Northern States Power Co - Minnesota,1000,2021
2024,Svihel Community Solar LLC,Foley,MN,Northern States Power Co - Minnesota,1000,2021
2024,Swan Garden LLC,Villard,MN,Northern States Power Co - Minnesota,1000,2021
2024,T. Luhman CSG 2,Zumbrota,MN,Northern States Power Co - Minnesota,1000,2021
2024,Union Garden LLC,Northfield,MN,Northern States Power Co - Minnesota,1000,2021
2024,USS Danube Solar LLC,Danube,MN,Northern States Power Co - Minnesota,1000,2021
2024,USS Dot Com Solar LLC,Morgan,MN,Northern States Power Co - Minnesota,1000,2021
2024,USS Quail Solar LLC,Monticello,MN,Northern States Power Co - Minnesota,1000,2021
2024,USS Water City Solar LLC,Waterville,MN,Northern States Power Co - Minnesota,1000,2021
2024,USS Water Town Solar LLC,Waterville,MN,Northern States Power Co - Minnesota,1000,2021
2024,USS Wildcat Solar LLC,Goodhue,MN,Northern States Power Co - Minnesota,1000,2021
2024,"Westport Community Solar, LLC",Lake Lillian,MN,Northern States Power Co - Minnesota,1000,2021
2024,Second Chance Community Solar Garden,Minneapolis,MN,Northern States Power Co - Minnesota,125,2022
2024,Edison CSG,Roseville,MN,Northern States Power Co - Minnesota,250.36,2022
2024,USS Water Fowl Solar LLC,Silver Lake,MN,Northern States Power Co - Minnesota,427,2022
2024,Novel Marthaler Solar,Osakis,MN,Northern States Power Co - Minnesota,453,2022
2024,Greenway-Hayfield,Hayfield,MN,Northern States Power Co - Minnesota,480,2022
2024,Andresen,Clara City,MN,Northern States Power Co - Minnesota,1000,2022
2024,Dodge Center - Stuart Sybesma I,Dodge Center,MN,Northern States Power Co - Minnesota,1000,2022
2024,Everson Garden LLC,Waseca,MN,Northern States Power Co - Minnesota,1000,2022
2024,Hayfield - Stuart Sybesma II,Hayfield,MN,Northern States Power Co - Minnesota,1000,2022
2024,Hormel Solar,Montevideo,MN,Northern States Power Co - Minnesota,1000,2022
2024,Novel David Solar,Waseca,MN,Northern States Power Co - Minnesota,1000,2022
2024,Novel Denzer Solar,Minnesota City,MN,Northern States Power Co - Minnesota,1000,2022
2024,Novel Handeland Solar LLC,Clarkfield,MN,Northern States Power Co - Minnesota,1000,2022
2024,Novel Martens Solar,Lafayette,MN,Northern States Power Co - Minnesota,1000,2022
2024,Novel Shelly Solar LLC,Cottonwood,MN,Northern States Power Co - Minnesota,1000,2022
2024,Novel Stein Solar,Taylors Falls,MN,Northern States Power Co - Minnesota,1000,2022
2024,Novel Sunnyfield Farms Solar,Mazeppa,MN,Northern States Power Co - Minnesota,1000,2022
2024,Pape,Renville,MN,Northern States Power Co - Minnesota,1000,2022
2024,Platt CSG,Hadley,MN,Northern States Power Co - Minnesota,1000,2022
2024,Regenscheid CSG,Cleveland,MN,Northern States Power Co - Minnesota,1000,2022
2024,Skalbeck,Sacred Heart,MN,Northern States Power Co - Minnesota,1000,2022
2024,SolarClub 15 LLC,Clear Lake,MN,Northern States Power Co - Minnesota,1000,2022
2024,SolarClub 20 LLC,Wabasha,MN,Northern States Power Co - Minnesota,1000,2022
2024,SolarClub 23 LLC,La Crescent,MN,Northern States Power Co - Minnesota,1000,2022
2024,SolarClub 35 LLC,Mankato,MN,Northern States Power Co - Minnesota,1000,2022
2024,Timmerman,Balaton,MN,Northern States Power Co - Minnesota,1000,2022
2024,Titlow Garden LLC,Gaylord,MN,Northern States Power Co - Minnesota,1000,2022
2024,USS Catfish Solar LLC,Franklin,MN,Northern States Power Co - Minnesota,1000,2022
2024,USS Foley Solar LLC,Foley,MN,Northern States Power Co - Minnesota,1000,2022
2024,USS Franklin Solar LLC,Franklin,MN,Northern States Power Co - Minnesota,1000,2022
2024,USS Mesa Solar LLC,Danube,MN,Northern States Power Co - Minnesota,1000,2022
2024,USS Peach Solar LLC,Mankato,MN,Northern States Power Co - Minnesota,1000,2022
2024,USS Prokosch Solar LLC,Bird Island,MN,Northern States Power Co - Minnesota,1000,2022
2024,USS Rosebud Solar LLC,Morgan,MN,Northern States Power Co - Minnesota,1000,2022
2024,USS Verbena Solar LLC,Stewart,MN,Northern States Power Co - Minnesota,1000,2022
2024,USS Wells Creek Solar LLC,Goodhue,MN,Northern States Power Co - Minnesota,1000,2022
2024,Wolfe CSG,Mankato,MN,Northern States Power Co - Minnesota,1000,2022
2024,CU Solar Initiative/Farm (Owned by Strata Solar),Springfield,MO,City Utilities of Springfield - (MO),4950,2014
2024,Solartech,Kearney,MO,"Platte-Clay Electric Coop, Inc",131.2,2015
2024,Boone Electric Community Solar Farm,Columbia,MO,Boone Electric Coop,98.46,2016
2024,Co-op Solar,"Ste. Genevieve
",MO,"Wabash Valley Power Assn, Inc",540,2017
2024,Independence Community Solar (Phase 1),Independence,MO,City of Independence (MO),2961.54,2017
2024,"Independence Community Solar (Phase 2, Bundschu site expansion)",Independence,MO,City of Independence (MO),4000,2018
2024,"Independence Community Solar (Phase 2, former Rockwood golf course location)",Independence,MO,City of Independence (MO),4400,2018
2024,Lambert Community Solar Project,Bridgeton,MO,Ameren Illinois Company,1000,2019
2024,Valley Solar,Victor,MT,"Ravalli County Elec Coop, Inc",38.46,2015
2024,Phase I,Lolo,MT,"Missoula Electric Coop, Inc",38.58,2015
2024,Solar Utility Network (SUN),Kalispell,MT,Flathead Electric Coop Inc,76.92,2015
2024,Phase II,Frenchtown,MT,"Missoula Electric Coop, Inc",40.34,2016
2024,Cooperative Solar,Lewistown,MT,"Fergus Electric Coop, Inc",76.92,2017
2024,MEC Solarshare K3 Garden,Bonner,MT,"Missoula Electric Coop, Inc",42.15,2018
2024,Community Solar Phase II,Kalispell,MT,Flathead Electric Coop Inc,52.54,2018
2024,SHARES DU SOLEIL,Red Lodge,MT,"Beartooth Electric Coop, Inc",18.46,2019
2024,AIRE Demonstration Project: First Congregational United Church of Christ,Asheville,NC,Duke Energy Progress - (NC),10,2011
2024,Pee Dee Solar,Wadesboro,NC,Pee Dee Electric Member Corp,100,2014
2024,Tideland EMC Community Solar Phase I,Pinetown,NC,Tideland Electric Member Corp,100,2014
2024,Central Electric Community Solar,Sanford,NC,Central Electric Membership Corp. - (NC),76.92,2015
2024,Roanoke SolarShare,Aulander,NC,Roanoke Electric Member Corp,87.23,2015
2024,Tideland EMC Community Solar Phase II,Pinetown,NC,Tideland Electric Member Corp,100,2015
2024,Brunswick Electric Member Corp Community Solar 1,Chadbourn,NC,Brunswick Electric Member Corp,125,2015
2024,Brunswick Electric Member Corp Community Solar 2,Bolivia,NC,Brunswick Electric Member Corp,125,2015
2024,Cape Hatteras Electric Cooperative Community Solar,Hatteras,NC,Cape Hatteras Elec Member Corp,38.46,2016
2024,Alleghany Community Solar,Sparta,NC,Blue Ridge Elec Member Corp - (NC),90,2016
2024,Ashe Community Solar,Jefferson,NC,Blue Ridge Elec Member Corp - (NC),90,2016
2024,Patterson Community Solar,Lenoir,NC,Blue Ridge Elec Member Corp - (NC),90,2016
2024,Watagua Community Solar,Boone,NC,Blue Ridge Elec Member Corp - (NC),90,2016
2024,Piedmont Community Solar,Roxboro,NC,Piedmont Electric Member Corp,443.08,2016
2024,SunPath,Asheboro,NC,Randolph Electric Member Corp,83.85,2017
2024,Kings Creek Community Solar,Cedar Rock,NC,Blue Ridge Elec Member Corp - (NC),106.15,2019
2024,PWC Community Solar,Fayetteville,NC,Fayetteville Public Works Commission,859.02,2019
2024,Prairie Sun Community Solar,Fargo,ND,Cass County Electric Cooperative,78.46,2016
2024,LES Community Solar Facility,Lincoln,NE,Lincoln Electric System,3615.38,2016
2024,Central City Community Solar garden,Central City,NE,City of Central City,75,2017
2024,Venango,Venango,NE,Nebraska Public Power District,96,2017
2024,Scottsbluff,Scottsbluff,NE,Nebraska Public Power District,128,2017
2024,Kearney,Kearney,NE,Nebraska Public Power District,5700,2017
2024,Solar Farm One (Phase II),Fremont,NE,City of Fremont - (NE),1280,2018
2024,Solar Farm One,Fremont,NE,City of Fremont - (NE),1550,2018
2024,Ainsworth,Ainsworth,NE,Nebraska Public Power District,500,2019
2024,Hastings Community Solar Farm,Hastings,NE,City of Hastings - (NE),1500,2019
2024,OPPD Community Solar,Fort Calhoun,NE,Omaha Public Power District,5000,2019
2024,Scottsbluff 2,Scottsbluff,NE,Nebraska Public Power District,4375,2020
2024,York,York,NE,Nebraska Public Power District,3200,2021
2024,Norfolk,Norfolk,NE,Nebraska Public Power District,8500,2022
2024,Ogallala,Ogalalla,NE,Nebraska Public Power District,1500,2023
2024,Avery Hill,Laconia,NH,"Eversource, New Hampshire Electric Cooperative (NHEC)",48,2018
2024,Mascoma Meadows,Lebanon,NH,Liberty Utilities,100,2019
2024,NH SolarShares - Appleknockers General Store,Warren,NH,New Hampshire Electric Cooperative (NHEC),21,2019
2024,NH SolarShares - Frosty Scoops/Common Man,Plymouth,NH,New Hampshire Electric Cooperative (NHEC),29,2018
2024,White Rock Cooperative Estates,Tilton,NH,"Eversource, New Hampshire Electric Cooperative (NHEC)",89,2020
2024,NJSTRE1545017665,Franklin,NJ,Jersey Central Power & Lt Co,524.8,2021
2024,NJSTRE1545017744,Pennsauken,NJ,Public Service Elec & Gas Co,608.95,2021
2024,Caven Point (NJSTRE1545017713),Jersey City,NJ,Public Service Elec & Gas Co,727.75,2021
2024,Castle (NJSTRE1545017709),Secaucus,NJ,Public Service Elec & Gas Co,1030.88,2021
2024,NJSTRE1545017664,Teterboro,NJ,Public Service Elec & Gas Co,1273.57,2021
2024,West Side (NJSTRE1545017751),North Bergen,NJ,Public Service Elec & Gas Co,1500.99,2021
2024,Doremus (NJSTRE1545017703),Newark,NJ,Public Service Elec & Gas Co,1520.93,2021
2024,NJSTRE1545017736,North Bergen,NJ,Public Service Elec & Gas Co,1630.52,2021
2024,NJSTRE1545017648,Wood-Ridge,NJ,Public Service Elec & Gas Co,1796.35,2021
2024,NJSTRE1545017717,Perth Amboy,NJ,Public Service Elec & Gas Co,2056.02,2021
2024,NJSTRE1545017700,Edison,NJ,Public Service Elec & Gas Co,2453.11,2021
2024,Tri-County Solar Farm (NJSTRE1545017651),Delanco,NJ,Public Service Elec & Gas Co,3099.76,2021
2024,NJSTRE1545017708,Perth Amboy,NJ,Public Service Elec & Gas Co,3291.85,2021
2024,Linden Hawk Rise (NJSTRE1545017661),Linden,NJ,Public Service Elec & Gas Co,3461.54,2021
2024,NJSTRE1548093089,Delran,NJ,Public Service Elec & Gas Co,509.05,2022
2024,NJSTRE1545017660,Edison,NJ,Public Service Elec & Gas Co,638.15,2022
2024,NJSTRE1545017704,South Brunswick,NJ,Public Service Elec & Gas Co,914.68,2022
2024,NJSTRE1545017647,Deptford,NJ,Public Service Elec & Gas Co,1101.73,2022
2024,NJSTRE1545017747,Pennsauken,NJ,Public Service Elec & Gas Co,1429.97,2022
2024,NJSTRE1545017646,West Belmar,NJ,Jersey Central Power & Lt Co,1638,2022
2024,NJSTRE1545017641,Manchester Twp.,NJ,Jersey Central Power & Lt Co,3831.6,2022
2024,NJSTRE1548125361,Hamilton Township,NJ,Public Service Elec & Gas Co,162.0923077,2023
2024,NJSTRE1548060387,Moorestown,NJ,Public Service Elec & Gas Co,164.8923077,2023
2024,NJSTRE1548061603,Moorestown,NJ,Public Service Elec & Gas Co,186.1230769,2023
2024,NJSTRE1548061022,Moorestown,NJ,Public Service Elec & Gas Co,196.0307692,2023
2024,NJSTRE1548065897,Secaucus,NJ,Public Service Elec & Gas Co,201.2538462,2023
2024,NJSTRE1548083987,Tinton Falls,NJ,Jersey Central Power & Lt Co,206.8538462,2023
2024,NJSTRE1548092942,Clifton,NJ,Public Service Elec & Gas Co,209.6538462,2023
2024,NJSTRE1548036249,Moorestown,NJ,Public Service Elec & Gas Co,217.2615385,2023
2024,NJSTRE1548061583,Moorestown,NJ,Public Service Elec & Gas Co,227.1692308,2023
2024,NJSTRE1548061478,Moorestown,NJ,Public Service Elec & Gas Co,243.4461538,2023
2024,NJSTRE1548061487,Moorestown,NJ,Public Service Elec & Gas Co,255.4769231,2023
2024,NJSTRE1548061469,Moorestown,NJ,Public Service Elec & Gas Co,266.8,2023
2024,NJSTRE1548061594,Moorestown,NJ,Public Service Elec & Gas Co,273.1692308,2023
2024,NJSTRE1548061613,Moorestown,NJ,Public Service Elec & Gas Co,281.6615385,2023
2024,NJSTRE1548061461,Moorestown,NJ,Public Service Elec & Gas Co,289.4461538,2023
2024,NJSTRE1548061070,Moorestown,NJ,Public Service Elec & Gas Co,307.8461538,2023
2024,NJSTRE1548093010,Ridgefield,NJ,Public Service Elec & Gas Co,308.9076923,2023
2024,NJSTRE1548096001,Parsippany,NJ,Jersey Central Power & Lt Co,316.7538462,2023
2024,NJSTRE1548061045,Moorestown,NJ,Public Service Elec & Gas Co,324.8307692,2023
2024,NJSTRE1548091272,Toms River,NJ,Jersey Central Power & Lt Co,332.1,2023
2024,NJSTRE1548091113,Iselin,NJ,Public Service Elec & Gas Co,334.2538462,2023
2024,NJSTRE1548061640,Moorestown,NJ,Public Service Elec & Gas Co,343.9384615,2023
2024,NJSTRE1548061637,Moorestown,NJ,Public Service Elec & Gas Co,348.8923077,2023
2024,NJSTRE1548061622,Moorestown,NJ,Public Service Elec & Gas Co,363.0461538,2023
2024,NJSTRE1548072696,Whippany,NJ,Jersey Central Power & Lt Co,367.6153846,2023
2024,NJSTRE1548064693,Secaucus,NJ,Public Service Elec & Gas Co,372.9153846,2023
2024,NJSTRE1548060360,Moorestown,NJ,Public Service Elec & Gas Co,394.8923077,2023
2024,NJSTRE1548091143,Lakewood,NJ,Jersey Central Power & Lt Co,396.5538462,2023
2024,NJSTRE1548082920,Lakewood,NJ,Jersey Central Power & Lt Co,412.6538462,2023
2024,NJSTRE1548092858,Neptune,NJ,Jersey Central Power & Lt Co,413.7230769,2023
2024,NJSTRE1548086348,Jersey City,NJ,Public Service Elec & Gas Co,421.4,2023
2024,NJSTRE1548091109,Secaucus,NJ,Public Service Elec & Gas Co,427.6615385,2023
2024,NJSTRE1548061451,Moorestown,NJ,Public Service Elec & Gas Co,454.3384615,2023
