City,State,lat,lng
Zumbrota Falls,MN,44.2833001,-92.4221257
Clover Valley,MN,47.0002996,-91.8471057
Bonner-West Riverside,MT,46.8789224,-113.8932526
Kings Creek,NC,35.991986,-81.4030577
Pahrump,NV,36.2082943,-115.9839147
Quuens,NY,40.7282239,-73.7948516
Midway,SC,33.2834911,-80.9781524
Meridan,TX,31.9232085,-97.6566894
Colleen,VA,37.709308,-78.9311339
Kendall Grove,VA,37.36778,-75.92139
Skagit,WA,48.4241961,-121.7114362
Town of Red Cedar,WI,44.6891303,-91.8843368
Fall Creek,WI,44.7635717,-91.2770993
Cashton,WI,43.7419143,-90.7792984
Estby,WI,43.7844397,-88.7878678
Babcock Ranch,FL,26.8739165,-81.7194842
DeSoto County,FL,27.2142078,-81.7787021
Baker County,FL,30.3931168,-82.3017728
Martin County,FL,27.0804935,-80.4103957
Putnam County,FL,29.6265157,-81.7787021
Fairbault,MN,44.2949636,-93.268827
Carnston,RI,41.7798226,-71.4372796
Oberon,TX,31.9685988,-99.9018131
Glydon,MN,46.8772557,-96.5788187
Camden,AR,33.5836341,-92.8341045
Florence,AZ,33.0314508,-111.3873431
Novato,CA,38.1074198,-122.5697032
Fresno,CA,36.7377981,-119.7871247
Kern,CA,35.7546732,-118.4253627
Rancho Seco,CA,35.28306,-117.98889
Sacramento,CA,38.5815719,-121.4943996
Imperial Valley,CA,32.7375477,-114.9633007
Delta,CO,38.7422062,-108.0689582
Tavernier,FL,25.0115186,-80.5150608
Athens,GA,33.9519347,-83.357567
Winchester,IL,39.6297689,-90.4562355
Willow Branch,IN,39.8761543,-85.6844211
Portland,ME,43.6590993,-70.2568189
Chadborne,NC,34.3221129,-78.8269664
Hatteras Village,NC,35.2194549,-75.6903492
Pee Dee,NC,34.935,-79.88972
Caswell,NC,36.3860217,-79.2902133
Ahoskie,NC,36.2868223,-76.9846808
Columbus,NE,41.4302973,-97.3593904
New Providence,NJ,40.6984348,-74.4015405
Medford,OR,42.3265152,-122.8755949
Hood River,OR,45.708857,-121.5122706
Philadelphia,PA,39.9525839,-75.1652215
Liberty,SC,34.787891,-82.6923591
Gafney,SC,35.0717945,-81.6498195
Greenville,SC,34.8526176,-82.3940104
Palmetto,SC,34.2520979,-79.8272841
Millard County,UT,39.0611744,-113.1918021
Arcadia,WI,44.2527405,-91.5015432
